source,source_id,page,line,image_path,ground_truth_text
PORCONES.228.38 – 1646,source4,3,32,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_032.png,no la tercia parte de lo que en la cobranza se gasta-
PORCONES.228.38 – 1646,source4,3,33,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_033.png,re.
PORCONES.228.38 – 1646,source4,3,34,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_034.png,9 Tambien declaran que ay 38?298. rea-
PORCONES.228.38 – 1646,source4,3,35,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/3_line_035.png,"les de deudas perdidas, y que si en algun tiempo se"
PORCONES.228.38 – 1646,source4,4,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_001.png,"cobraren, se ayan de partir entre todos."
PORCONES.228.38 – 1646,source4,4,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_002.png,"10 Antonio Gomez Oimentel, respondió, que"
PORCONES.228.38 – 1646,source4,4,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_003.png,se auia de declarar no auer lugar la pretensió de do
PORCONES.228.38 – 1646,source4,4,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_004.png,"ña Leonor Rauasco, porque el tenia pagado a"
PORCONES.228.38 – 1646,source4,4,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_005.png,"su hijo todo lo que montaua su legitima materna,"
PORCONES.228.38 – 1646,source4,4,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_006.png,y mucha cantidad mas. Y que tenia pretension en
PORCONES.228.38 – 1646,source4,4,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_007.png,"el juizio de particion, se le auian de hazer buenos"
PORCONES.228.38 – 1646,source4,4,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_008.png,"seis mil ducados por su capital, y en prueua desto"
PORCONES.228.38 – 1646,source4,4,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_009.png,presentó las cartas de pago siguientes.
PORCONES.228.38 – 1646,source4,4,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_010.png,11 Vna escritura otorgada en 26. de Mayo
PORCONES.228.38 – 1646,source4,4,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_011.png,"de 1636. ante Francisco de Morales, Escriuano"
PORCONES.228.38 – 1646,source4,4,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_012.png,"del Numero desta villa, entre Iacinto Gomez Pi-"
PORCONES.228.38 – 1646,source4,4,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_013.png,"mentel, y Antionio Gomez su padre, por la qual consta"
PORCONES.228.38 – 1646,source4,4,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_014.png,"recibió todas las mercadurias de vna tienda, que"
PORCONES.228.38 – 1646,source4,4,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_015.png,"en ella se refieren por menor, tassadas, y aprecia-"
PORCONES.228.38 – 1646,source4,4,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_016.png,"das por personas nombradas por las partes, en dife"
PORCONES.228.38 – 1646,source4,4,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_017.png,"rentes precios: que sumaron, y montaró 16?772"
PORCONES.228.38 – 1646,source4,4,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_018.png,"reales, las quales se obliga de administrar, y dar"
PORCONES.228.38 – 1646,source4,4,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_019.png,"buena cuenta a su padre dellas, ó pagar el precio"
PORCONES.228.38 – 1646,source4,4,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_020.png,"en que van tassadas, y en esta escritura dize, que"
PORCONES.228.38 – 1646,source4,4,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_021.png,ya está casado.
PORCONES.228.38 – 1646,source4,4,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_022.png,"12 Otra carta de pago, otorgada en esta Vi-"
PORCONES.228.38 – 1646,source4,4,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_023.png,lla en 12. de Diziembre de 1637. ante Antonio de
PORCONES.228.38 – 1646,source4,4,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_024.png,"Leon Escriuano, en la qual confiessa Iacinto Go-"
PORCONES.228.38 – 1646,source4,4,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_025.png,"mez Pimentel, ha recibido de Antonio Gomez su"
PORCONES.228.38 – 1646,source4,4,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_026.png,"padre para sustento de su persona, y la de su muger"
PORCONES.228.38 – 1646,source4,4,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_027.png,"y otros gastos 22?022. reales en diferentes vezes, y"
PORCONES.228.38 – 1646,source4,4,28,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_028.png,"partidas, que refiere por menor, por cuenta de lo"
PORCONES.228.38 – 1646,source4,4,29,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_029.png,que ha de auer por su legitima materna.
PORCONES.228.38 – 1646,source4,4,30,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_030.png,13 Otra carta de pago otorgada en esta Villa
PORCONES.228.38 – 1646,source4,4,31,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_031.png,"en quatro de Agosto de 1638. por Iacinto Gomez,"
PORCONES.228.38 – 1646,source4,4,32,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_032.png,en que confiessa auer recibido del dicho su padre
PORCONES.228.38 – 1646,source4,4,33,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_033.png,"10?624 reales, para en cuenta de pago de su legi"
PORCONES.228.38 – 1646,source4,4,34,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_034.png,"tima en diferentes vezes, que refiere ante Diego"
PORCONES.228.38 – 1646,source4,4,35,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/4_line_035.png,Fernandez Escriuan.
PORCONES.228.38 – 1646,source4,5,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_001.png,14 Otra carta de pago otorgada ante el dicho
PORCONES.228.38 – 1646,source4,5,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_002.png,"Escriuano, en 19. de Enero de 1640. por Iacinto"
PORCONES.228.38 – 1646,source4,5,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_003.png,"Gomez, en que confiessa auer recibido de su padre 9?"
PORCONES.228.38 – 1646,source4,5,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_004.png,"333. reales, que le tocan, como a vno de tres here-"
PORCONES.228.38 – 1646,source4,5,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_005.png,deros de doña Beatriz de Silua su madre de su par-
PORCONES.228.38 – 1646,source4,5,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_006.png,"te, de la dote que lleuó al matrimonio. Y ratifica"
PORCONES.228.38 – 1646,source4,5,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_007.png,"las dos cartas de pago, que antes desta tenia otor-"
PORCONES.228.38 – 1646,source4,5,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_008.png,"gadas, y dize, aquellas son por cuenta de las demas"
PORCONES.228.38 – 1646,source4,5,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_009.png,"pretensiones que tiene; y declara, que con estas can-"
PORCONES.228.38 – 1646,source4,5,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_010.png,"tidades, se da por pagado de la dote, y bienes ganan-"
PORCONES.228.38 – 1646,source4,5,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_011.png,"ciales, y demas pretenciones que pueda tener, por"
PORCONES.228.38 – 1646,source4,5,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_012.png,quanto importa mas que ellas la hazienda que ha
PORCONES.228.38 – 1646,source4,5,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_013.png,"gastado a su padre, y por ser menor de veinte y cin"
PORCONES.228.38 – 1646,source4,5,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_014.png,"co años jura la relacion de esta escritura, y estar, y"
PORCONES.228.38 – 1646,source4,5,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_015.png,passar por ella.
PORCONES.228.38 – 1646,source4,5,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_016.png,15 Otra escritura otorgada en 18. de Octu-
PORCONES.228.38 – 1646,source4,5,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_017.png,"bre de 1644. en esta Villa, ante Iuan Bautista San-"
PORCONES.228.38 – 1646,source4,5,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_018.png,"chez Brauo Escriuano, por Iacinto Gomez Pimen"
PORCONES.228.38 – 1646,source4,5,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_019.png,"tel, en que declara, que es mayor de 25. años, y que"
PORCONES.228.38 – 1646,source4,5,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_020.png,siendo menor otorgó en fauor de su padre dos car
PORCONES.228.38 – 1646,source4,5,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_021.png,"tas de pago, que montan 32?646 reales, por cuen"
PORCONES.228.38 – 1646,source4,5,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_022.png,"ta de la parte que le toca de bienes gananciales, y"
PORCONES.228.38 – 1646,source4,5,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_023.png,"arras de su madre, á mayor abundamiento las aprue-"
PORCONES.228.38 – 1646,source4,5,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_024.png,"ua, y ratifica. Y ansimismo declara, que tiene otor"
PORCONES.228.38 – 1646,source4,5,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_025.png,"gada otra carta de pago de 9?333. reales, por la"
PORCONES.228.38 – 1646,source4,5,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_026.png,"parte que le toca de la dote de su madre, y tambien"
PORCONES.228.38 – 1646,source4,5,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_027.png,"la ratifica: y dize, que de los diez y seis mil setecien"
PORCONES.228.38 – 1646,source4,5,28,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_028.png,tos setenta y dos reales que montó la tienda que
PORCONES.228.38 – 1646,source4,5,29,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_029.png,"le entregó su padre, le ha perdonado los 8?672."
PORCONES.228.38 – 1646,source4,5,30,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_030.png,"teales el dicho su padre, y que assi declara tiene re"
PORCONES.228.38 – 1646,source4,5,31,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_031.png,cibido por cuenta de su legitima 8?000. reales por
PORCONES.228.38 – 1646,source4,5,32,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_032.png,el valor de la dicha tienda. Y nueuamente confies-
PORCONES.228.38 – 1646,source4,5,33,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_033.png,"sa auer recibido del dicho su padre, otros 75?00."
PORCONES.228.38 – 1646,source4,5,34,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_034.png,"reales mas, en dos partidas, y dellos le otorga car-"
PORCONES.228.38 – 1646,source4,5,35,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.228.38 – 1646/5_line_035.png,ta de pago.
PORCONES.23.5 - 1628,source5,1,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_001.png,POR
PORCONES.23.5 - 1628,source5,1,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_002.png,DOÑA CATALINA DE
PORCONES.23.5 - 1628,source5,1,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_003.png,"Laçarraga y Zarate, viuda de Marco"
PORCONES.23.5 - 1628,source5,1,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_004.png,"Antonio de Caycedo, y el señor"
PORCONES.23.5 - 1628,source5,1,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_005.png,Fiscal.
PORCONES.23.5 - 1628,source5,1,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_006.png,C O N
PORCONES.23.5 - 1628,source5,1,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_007.png,"Don Antonio del Barco y Recalde,"
PORCONES.23.5 - 1628,source5,1,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_008.png,Cavallero de la Orden de
PORCONES.23.5 - 1628,source5,1,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_009.png,Santiago.
PORCONES.23.5 - 1628,source5,1,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_010.png,"Pretende doña Catalina, que don An-"
PORCONES.23.5 - 1628,source5,1,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_011.png,tonio ha de ser condenado a q avien
PORCONES.23.5 - 1628,source5,1,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_012.png,"dosele quitado el habito, e insignias"
PORCONES.23.5 - 1628,source5,1,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_013.png,"de la Orden, sea entregado a la justi-"
PORCONES.23.5 - 1628,source5,1,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_014.png,"cia seglar, para que se execute en el"
PORCONES.23.5 - 1628,source5,1,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_015.png,"la pena de muerte, por los delitos q"
PORCONES.23.5 - 1628,source5,1,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_016.png,"cometio de aver con malos medios,"
PORCONES.23.5 - 1628,source5,1,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/1_line_017.png,"y tercerias, y promessas, y alagos engañado a D. Francis-"
PORCONES.23.5 - 1628,source5,2left,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_001.png,"ca de Caycedo su hija, donzella noble y honesta, a"
PORCONES.23.5 - 1628,source5,2left,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_002.png,"que concedielle en su voluntad, y para esto, y violar su"
PORCONES.23.5 - 1628,source5,2left,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_003.png,"castidad, aver quebrantado su casa, siendo de muy luci-"
PORCONES.23.5 - 1628,source5,2left,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_004.png,"da nobleza y calidad, entrando en ella denoche a des-"
PORCONES.23.5 - 1628,source5,2left,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_005.png,"hora con llaves falsas, y otras vezes por las ventanas, y"
PORCONES.23.5 - 1628,source5,2left,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_006.png,"texados, y otras sacandola de su casa, y llevandola a o-"
PORCONES.23.5 - 1628,source5,2left,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_007.png,"tras para el mismo efeto, y sintiendola preñada dadole"
PORCONES.23.5 - 1628,source5,2left,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_008.png,"recetas de bevidas para q abortasse. Y sobre todo, avien"
PORCONES.23.5 - 1628,source5,2left,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_009.png,do llegado a noticia de doña Catalina y su marido la
PORCONES.23.5 - 1628,source5,2left,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_010.png,"dicha deshonra, y tratando de remedialla con secreto,"
PORCONES.23.5 - 1628,source5,2left,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_011.png,el dicho don Antonio por mas injurialles dixo por un
PORCONES.23.5 - 1628,source5,2left,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_012.png,"villete al mismo Marco Antonio, que no queria casar-"
PORCONES.23.5 - 1628,source5,2left,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_013.png,"se con su hija, y que estava arrepentido de auello dicho."
PORCONES.23.5 - 1628,source5,2left,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_014.png,Y ultimamente para impedille el reparo de tantos a-
PORCONES.23.5 - 1628,source5,2left,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_015.png,"gravios le quito la vida, passandole de una estocada, de"
PORCONES.23.5 - 1628,source5,2left,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_016.png,que murio luego sin consession en la calle.
PORCONES.23.5 - 1628,source5,2left,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_017.png,"Y por aver pocos dias que se vio este pleyto, y estar"
PORCONES.23.5 - 1628,source5,2left,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_018.png,"fresca la memoria de la provança de los dichos delitos,"
PORCONES.23.5 - 1628,source5,2left,19,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_019.png,"en que no quedo duda, se tratara solamente en este pa-"
PORCONES.23.5 - 1628,source5,2left,20,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_020.png,pel.
PORCONES.23.5 - 1628,source5,2left,21,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_021.png,Que doña Catalina es parte legitima para lo que
PORCONES.23.5 - 1628,source5,2left,22,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_022.png,"pide, demas del señor Fiscal."
PORCONES.23.5 - 1628,source5,2left,23,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_023.png,Y de la pena que se deve imponer por los dichos de-
PORCONES.23.5 - 1628,source5,2left,24,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_024.png,litos.
PORCONES.23.5 - 1628,source5,2left,25,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_025.png,Y que no son ciertas las escusas con que el reo se pre
PORCONES.23.5 - 1628,source5,2left,26,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_026.png,tende evadir.
PORCONES.23.5 - 1628,source5,2left,27,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_027.png,Legitimacion de la persona de doña Catalina.
PORCONES.23.5 - 1628,source5,2left,28,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_028.png,En primer lugar hizo fuerça el Abogado contrario
PORCONES.23.5 - 1628,source5,2left,29,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_029.png,"a la vista en querer fundar, que para acusar la muer-"
PORCONES.23.5 - 1628,source5,2left,30,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_030.png,"te del marido, se han de preferir los hijos a la viuda, o"
PORCONES.23.5 - 1628,source5,2left,31,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_031.png,"alomenos concurrir con ella: y que de aqui infirio, que pues"
PORCONES.23.5 - 1628,source5,2left,32,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_032.png,de los dos hijos que quedaron de Marco – Antonio de
PORCONES.23.5 - 1628,source5,2left,33,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2left_line_033.png,Caycedo el varon (que esta fuera del Reyno sirviendo a
PORCONES.23.5 - 1628,source5,2right,1,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_001.png,"su Magestad) no ha querellado, y la hembra (que es la"
PORCONES.23.5 - 1628,source5,2right,2,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_002.png,"doña Francisca casada oy con el matador) no le pide,"
PORCONES.23.5 - 1628,source5,2right,3,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_003.png,"han de prevalecer a doña Catalina, q acusa por ser ma-"
PORCONES.23.5 - 1628,source5,2right,4,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_004.png,yor parte.
PORCONES.23.5 - 1628,source5,2right,5,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_005.png,"Pero este discurso repugna a la jurisprudencia, y a la"
PORCONES.23.5 - 1628,source5,2right,6,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_006.png,resolucion mas assentada que ay en este Reyno.
PORCONES.23.5 - 1628,source5,2right,7,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_007.png,"Lo primero, que la viuda tiene el primer lugar en la"
PORCONES.23.5 - 1628,source5,2right,8,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_008.png,"acusacion de la muerte del marido, y demas agravios"
PORCONES.23.5 - 1628,source5,2right,9,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_009.png,"hechos a su casa, sin que los hijos (quando huvieran acu-"
PORCONES.23.5 - 1628,source5,2right,10,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_010.png,"sado) puedan concurrir con ella, ni ser parte para remi-"
PORCONES.23.5 - 1628,source5,2right,11,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_011.png,"tir la muerte, como lo assientan los Autores q adelante"
PORCONES.23.5 - 1628,source5,2right,12,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_012.png,"se citaran, fundadas en la razon de que el derecho de"
PORCONES.23.5 - 1628,source5,2right,13,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_013.png,"acusar la muerte, non est quid haereditarium, I. pro haere"
PORCONES.23.5 - 1628,source5,2right,14,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_014.png,"de, §, sin, ff, de acquiren. haered. & sic, la muger aunque"
PORCONES.23.5 - 1628,source5,2right,15,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_015.png,"no sea heredera de su marido, se prefiere en la acusacion"
PORCONES.23.5 - 1628,source5,2right,16,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_016.png,"de su muerte a los hijos, y a todos los demas consangui-"
PORCONES.23.5 - 1628,source5,2right,17,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_017.png,neos porque como por el matrimonio se hizieron am-
PORCONES.23.5 - 1628,source5,2right,18,/home/hemanth/Documents/RenAIssance/Test1/Data/line_crops/PORCONES.23.5 - 1628/2right_line_018.png,"bos una misma carne y sangre, no ay persona mas con-"
